chr_clinical_care_id,fips_code,uninsured,uninsured_numerator,uninsured_denominator,primary_care_physicians,primary_care_physicians_numerator,primary_care_physicians_denominator,ratio_of_population_to_primary_care_physicians,dentists,dentists_numerator,dentists_denominator,ratio_of_population_to_dentists,mental_health_providers,mental_health_providers_numerator,mental_health_providers_denominator,ratio_of_population_to_mental_health_providers,preventable_hospital_stays,mammography_screening,flu_vaccinations,uninsured_adults,uninsured_adults_numerator,uninsured_adults_denominator,uninsured_children,uninsured_children_numerator,uninsured_children_denominator,other_primary_care_providers,other_primary_care_providers_numerator,other_primary_care_providers_denominator,ratio_of_population_to_other_providers
a9f0b62c,18043,0.069237334,4462,64445,0.000687678,53,77071,1454.169811,0.0006814,53,77781,1467.566038,0.00143994,112,77781,694.4732143,5480,0.46,0.5,0.078390595,3694,47123,0.046997532,857,18235,0.001195665,93,77781,836.3548387
a9f16b6b,51113,0.128673627,1331,10344,0.000527228,7,13277,1896.714286,0.000376081,5,13295,2659,0.000300865,4,13295,3323.75,4771,0.5,0.58,0.147984395,1138,7690,0.074471894,208,2793,0.000451298,6,13295,2215.833333
a9fc1341,13055,0.166380343,3196,19209,0.0000807428,2,24770,12385,0.000403389,10,24790,2479,0.000322711,8,24790,3098.75,6840,0.37,0.44,0.20618482,2847,13808,0.067877292,385,5672,0.000484066,12,24790,2065.833333
aa27f145,05073,0.105909889,543,5127,0.00029146,2,6862,3431,NULL,0,6682,NULL,0.000598623,4,6682,1670.5,6579,0.36,0.3,0.123658661,484,3914,0.051282051,66,1287,0.000748279,5,6682,1336.4
aa5d596f,20029,0.092439457,626,6772,0.000444889,4,8991,2247.75,0.000343682,3,8729,2909.666667,0.001832971,16,8729,545.5625,5937,0.46,0.32,0.113540791,540,4756,0.043396226,92,2120,0.000572803,5,8729,1745.8
aa5d909d,38015,0.065136812,5061,77698,0.001052299,100,95030,950.3,0.000808204,77,95273,1237.311688,0.002561061,244,95273,390.4631148,4454,0.54,0.57,0.071784664,4003,55764,0.051189902,1168,22817,0.002088735,199,95273,478.758794
aa7690a6,28105,0.156468775,6191,39567,0.000421695,21,49799,2371.380952,0.000362911,18,49599,2755.5,0.0018952,94,49599,527.6489362,3238,0.41,0.5,0.184033396,5687,30902,0.060696189,551,9078,0.000806468,40,49599,1239.975
aa7ec9f2,05061,0.115985742,1269,10941,0.00044517,6,13478,2246.333333,0.000224871,3,13341,4447,0.000824526,11,13341,1212.818182,5791,0.28,0.45,0.145432852,1097,7543,0.052261871,186,3559,0.000449741,6,13341,2223.5
aa8eff36,04009,0.100183511,2948,29426,0.000587199,22,37466,1703,0.000656651,25,38072,1522.88,0.000420256,16,38072,2379.5,2766,0.33,0.38,0.121587449,2356,19377,0.063433541,671,10578,0.000866779,33,38072,1153.69697
aa9ca05d,26135,0.089953271,539,5992,0.000241342,2,8287,4143.5,0.000241663,2,8276,4138,0.000483325,4,8276,2069,4024,0.37,0.25,0.102616148,455,4434,0.054434251,89,1635,0.000483325,4,8276,2069
aaaca382,17063,0.04997594,2181,43641,0.000316293,16,50586,3161.625,0.000392372,20,50972,2548.6,0.001235973,63,50972,809.0793651,5451,0.44,0.45,0.062211982,1917,30814,0.021808471,294,13481,0.000823982,42,50972,1213.619048
aae5e166,51075,0.072079487,1226,17009,0.000925722,21,22685,1080.238095,0.000258131,6,23244,3874,0.000989503,23,23244,1010.608696,3465,0.52,0.54,0.078123799,1016,13005,0.054447313,232,4261,0.000215109,5,23244,4648.8
aafc7c11,56043,0.167302799,1052,6288,0.000496032,4,8064,2016,0.000760939,6,7885,1314.166667,0.003931516,31,7885,254.3548387,3979,0.3,0.42,0.193352796,861,4453,0.10588843,205,1936,0.000507292,4,7885,1971.25
ab060156,27121,0.053605769,446,8320,0.00118505,13,10970,843.8461539,0.000270343,3,11097,3699,0.001081373,12,11097,924.75,6879,0.53,0.28,0.058386937,354,6063,0.043312102,102,2355,0.000991259,11,11097,1008.818182
ab17ae99,41063,0.082882883,414,4995,0.001276415,9,7051,783.4444444,0.000564892,4,7081,1770.25,0.002542014,18,7081,393.3888889,4086,0.37,0.3,0.091740651,341,3717,0.056716418,76,1340,0.000706115,5,7081,1416.2
ab1994ba,08123,0.093993736,24729,263092,0.000489113,149,304633,2044.516779,0.000451791,142,314305,2213.415493,0.002545298,800,314305,392.88125,3197,0.43,0.5,0.113282949,20835,183920,0.052050036,4315,82901,0.000671322,211,314305,1489.597156
ab1e2069,26035,0.080098984,1845,23034,0.000326232,10,30653,3065.3,0.000260103,8,30757,3844.625,0.001007901,31,30757,992.1612903,4969,0.4,0.35,0.094348408,1621,17181,0.038598191,239,6192,0.00078031,24,30757,1281.541667
ab3cf4b0,48475,0.212693848,2071,9737,0.000261506,3,11472,3824,NULL,0,11720,NULL,0.000170649,2,11720,5860,7638,0.23,0.19,0.252939356,1635,6464,0.136416862,466,3416,0.000767918,9,11720,1302.222222
ab458c02,21023,0.062998984,434,6889,0.000241926,2,8267,4133.5,0.000242748,2,8239,4119.5,0.000242748,2,8239,4119.5,4280,0.39,0.34,0.069927243,346,4948,0.046751969,95,2032,0.00060687,5,8239,1647.8
ab5ae81a,37013,0.139361493,4972,35677,0.000509684,24,47088,1962,0.000382336,18,47079,2615.5,0.001338176,63,47079,747.2857143,3973,0.53,0.53,0.173494251,4557,26266,0.04656074,463,9944,0.000679709,32,47079,1471.21875
ab62b3cd,48429,0.261141858,1793,6866,0.000321302,3,9337,3112.333333,0.000424043,4,9433,2358.25,0.000212022,2,9433,4716.5,6845,0.26,0.32,0.303903536,1487,4893,0.157465194,328,2083,0.001060108,10,9433,943.3
ab6d7673,39145,0.070314739,4171,59319,0.00063217,48,75929,1581.854167,0.000370851,28,75502,2696.5,0.003973405,300,75502,251.6733333,6282,0.31,0.45,0.07996122,3464,43321,0.045211819,762,16854,0.001523139,115,75502,656.5391304
ab85f65c,30091,0.107788852,292,2709,0.000576535,2,3469,1734.5,0.000292056,1,3424,3424,0.00146028,5,3424,684.8,4323,0.39,0.5,0.116616617,233,1998,0.08643617,65,752,0.000876168,3,3424,1141.333333
ab8c211b,28025,0.147811726,2327,15743,0.000509165,10,19640,1964,0.000154751,3,19386,6462,0.001805427,35,19386,553.8857143,3759,0.48,0.33,0.187565952,2133,11372,0.046972635,218,4641,0.000464253,9,19386,2154
abb6c6a0,18079,0.087818325,2007,22854,0.000398176,11,27626,2511.454546,0.000217305,6,27611,4601.833333,0.000905436,25,27611,1104.44,3636,0.37,0.47,0.100336256,1671,16654,0.055996338,367,6554,0.000615697,17,27611,1624.176471
abc3e28f,39135,0.066708926,2210,33129,0.000170234,7,41120,5874.285714,0.000170744,7,40997,5856.714286,0.000756153,31,40997,1322.483871,4532,0.36,0.45,0.073932229,1776,24022,0.048696916,469,9631,0.000390273,16,40997,2562.3125
abd94649,47077,0.110897979,2486,22417,0.000324313,9,27751,3083.444444,0.000287284,8,27847,3480.875,0.000466837,13,27847,2142.076923,6679,0.36,0.4,0.137765466,2238,16245,0.042301184,275,6501,0.000825942,23,27847,1210.73913
abf5c38d,51650,0.096362254,10519,109161,0.000415834,56,134669,2404.803571,0.00101256,136,134313,987.5955882,0.00276965,372,134313,361.0564516,4424,0.44,0.43,0.118248033,9676,81828,0.032768127,945,28839,0.00088599,119,134313,1128.680672
abf63bf5,40075,0.173956547,1217,6996,0.000337344,3,8893,2964.333333,0.000343682,3,8729,2909.666667,0.001832971,16,8729,545.5625,7091,0.28,0.5,0.209729512,1039,4954,0.089177891,192,2153,0.000687364,6,8729,1454.833333
ac196a01,29073,0.119634061,1360,11368,0.00047535,7,14726,2103.714286,0.000204012,3,14705,4901.666667,0.000680041,10,14705,1470.5,3928,0.47,0.4,0.139723414,1172,8388,0.06514864,206,3162,0.000476029,7,14705,2100.714286
ac1c55b6,29021,0.114934299,8187,71232,0.000639982,57,89065,1562.54386,0.000654842,58,88571,1527.086207,0.00178388,158,88571,560.5759494,5002,0.45,0.53,0.141815078,7310,51546,0.0466657,965,20679,0.001140328,101,88571,876.9405941
ac279ed8,20153,0.138470128,248,1791,NULL,0,2497,NULL,0.000797448,2,2508,1254,NULL,0,2508,NULL,6171,0.45,0.33,0.146491904,190,1297,0.115606936,60,519,0.001196172,3,2508,836
ac352a16,31027,0.096629214,645,6675,0.000117233,1,8530,8530,0.000355198,3,8446,2815.333333,0.000118399,1,8446,8446,2714,0.4,0.39,0.105551898,481,4557,0.07917229,176,2223,0.000591996,5,8446,1689.2
ac400b20,38105,0.09960332,2988,29999,0.000539746,18,33349,1852.722222,0.000650637,23,35350,1536.956522,0.001414427,50,35350,707,4959,0.36,0.35,0.10366588,2152,20759,0.093001458,893,9602,0.000707214,25,35350,1414
ac4286cc,46051,0.103268678,575,5568,0.000991361,7,7061,1008.714286,0.000699594,5,7147,1429.4,0.000139919,1,7147,7147,7956,0.51,0.35,0.118814368,473,3981,0.067301966,113,1679,0.000699594,5,7147,1429.4
ac47bfa4,31153,0.06474722,10439,161227,0.000523592,95,181439,1909.884211,0.000672236,124,184459,1487.572581,0.001008354,186,184459,991.7150538,3409,0.47,0.56,0.079479795,8831,111110,0.033749069,1767,52357,0.000552968,102,184459,1808.421569
ac865ec3,48087,0.327257664,790,2414,NULL,0,2987,NULL,0,0,2962,-2962,0.00033761,1,2962,2962,10771,0.28,0.14,0.375995101,614,1633,0.22705314,188,828,0.001688049,5,2962,592.4
ac8c489f,49047,0.15674947,4884,31158,0.000369844,13,35150,2703.846154,0.000507929,18,35438,1968.777778,0.00132626,47,35438,754,3890,0.26,0.44,0.181503185,3562,19625,0.117441861,1414,12040,0.000479711,17,35438,2084.588235
aca8b134,13239,0.172009864,279,1622,NULL,0,2358,NULL,0.000438789,1,2279,2279,NULL,0,2279,NULL,NULL,0.47,0.41,0.211232188,252,1193,0.064301552,29,451,0.000877578,2,2279,1139.5
acb8a8ed,45089,0.119821542,2820,23535,0.000160601,5,31133,6226.6,0.000163367,5,30606,6121.2,0.001241587,38,30606,805.4210526,5583,0.45,0.31,0.150777082,2600,17244,0.036587195,244,6669,0.000261387,8,30606,3825.75
acd8e295,40123,0.176743426,5411,30615,0.000654039,25,38224,1528.96,0.000705938,27,38247,1416.555556,0.005752085,220,38247,173.85,3800,0.34,0.47,0.20671583,4457,21561,0.108421053,1030,9500,0.002196251,84,38247,455.3214286
acde518d,47111,0.133126625,2662,19996,0.00016612,4,24079,6019.75,0.000164847,4,24265,6066.25,0.0000412116,1,24265,24265,10813,0.37,0.5,0.169820612,2414,14215,0.044663383,272,6090,0.000659386,16,24265,1516.5625
ace86189,40101,0.19126636,10420,54479,0.00049214,34,69086,2031.941177,0.000555864,38,68362,1799,0.004680963,320,68362,213.63125,5853,0.37,0.46,0.228898276,8724,38113,0.106477991,1836,17243,0.000980077,67,68362,1020.328358
acf1103c,48275,0.250257821,728,2909,0.000269542,1,3710,3710,0,0,3653,-3653,NULL,0,3653,NULL,4327,0.27,0.13,0.285419887,554,1941,0.181640625,186,1024,0.001642486,6,3653,608.8333333
ad08d953,40143,0.153859504,84219,547376,0.001098619,710,646266,910.2338028,0.000694059,450,648360,1440.8,0.004631686,3003,648360,215.9040959,5099,0.38,0.52,0.189295306,73089,386111,0.073161071,12376,169161,0.00118607,769,648360,843.1209363
ad3907d0,31075,0.084848485,42,495,0,0,649,-649,0,0,660,-660,0,0,660,-660,1628,0.51,0.35,0.090651558,32,353,0.068493151,10,146,0,0,660,-660
ad3cd9bc,48315,0.18978299,1408,7419,NULL,0,10064,NULL,0.000100725,1,9928,9928,0.000100725,1,9928,9928,5001,0.3,0.37,0.216100179,1208,5590,0.11311054,220,1945,0.000302176,3,9928,3309.333333
ad899114,46101,0.156103945,835,5349,0.000303998,2,6579,3289.5,0.000303998,2,6579,3289.5,0.000759994,5,6579,1315.8,7800,0.48,0.35,0.172998087,633,3659,0.121882086,215,1764,0.000759994,5,6579,1315.8
ad910c31,18183,0.085666739,2368,27642,0.000562863,19,33756,1776.631579,0.000410871,14,34074,2433.857143,0.000821741,28,34074,1216.928571,3663,0.45,0.49,0.096982435,1938,19983,0.057668407,464,8046,0.000264131,9,34074,3786
ad94fa5c,48295,0.294987378,818,2773,NULL,0,3378,NULL,0,0,3355,-3355,NULL,0,3355,NULL,5581,0.29,0.29,0.305039788,575,1885,0.274973147,256,931,0.000298063,1,3355,3355
ad9847c6,18125,0.090287696,885,9802,0.0000808734,1,12365,12365,0.0000805802,1,12410,12410,0.000402901,5,12410,2482,4167,0.37,0.3,0.098982295,710,7173,0.068828829,191,2775,0.000483481,6,12410,2068.333333
adbafe8c,21177,0.068126933,1608,23603,0.000454309,14,30816,2201.142857,0.000357445,11,30774,2797.636364,0.000714889,22,30774,1398.818182,6485,0.42,0.32,0.079618566,1386,17408,0.037573563,249,6627,0.001039839,32,30774,961.6875
adc04140,19159,0.075785582,287,3787,0.001191895,6,5034,839,0.000201288,1,4968,4968,NULL,0,4968,NULL,2369,0.55,0.36,0.08362102,218,2607,0.059205191,73,1233,0.000603865,3,4968,1656
add11b1a,22027,0.111045365,1126,10140,0.000375728,6,15969,2661.5,0.000313598,5,15944,3188.8,0.000878073,14,15944,1138.857143,9139,0.41,0.32,0.141709774,1041,7346,0.031951054,94,2942,0.000627195,10,15944,1594.4
adf236af,21179,0.052399252,2018,38512,0.000460123,21,45640,2173.333333,0.000567054,26,45851,1763.5,0.001417635,65,45851,705.4,3393,0.44,0.49,0.05957784,1654,27762,0.0351528,398,11322,0.00095963,44,45851,1042.068182
ae02d274,33000,0.070221066,75492,1075062,0.000907808,1219,1342795,1101.554553,0.000745324,1011,1356458,1341.699308,0.00306976,4164,1356458,325.7584054,4032,0.5,0.49,0.08474194,69515,820314,0.02461535,6625,269141,0.001377853,1869,1356458,725.7667202
ae2ad7e7,48451,0.179409887,17141,95541,0.000660911,78,118019,1513.064103,0.000558428,66,118189,1790.742424,0.001480679,175,118189,675.3657143,5480,0.39,0.48,0.209129402,14175,67781,0.112861163,3289,29142,0.000947635,112,118189,1055.258929
ae37a595,06073,0.084051289,235409,2800778,0.000798158,2664,3337685,1252.88476,0.000880251,2943,3343364,1136.039416,0.003710634,12406,3343364,269.4957279,3121,0.35,0.41,0.101703226,211357,2078174,0.03554459,26983,759131,0.000768986,2571,3343364,1300.413847
ae3c1e84,29203,0.163426585,1034,6327,NULL,0,8249,NULL,NULL,0,8189,NULL,0.000122115,1,8189,8189,3917,0.32,0.27,0.19753886,915,4632,0.071746385,129,1798,0.00024423,2,8189,4094.5
ae3ce299,49037,0.169755258,2171,12789,0.000716332,11,15356,1396,0.000906208,14,15449,1103.5,0.001229853,19,15449,813.1052632,3899,0.2,0.22,0.211107069,1741,8247,0.099208003,476,4798,0.001165124,18,15449,858.2777778
ae535337,21183,0.062436341,1226,19636,0.000289472,7,24182,3454.571429,0.000207581,5,24087,4817.4,0.000373646,9,24087,2676.333333,5925,0.47,0.4,0.074634356,1041,13948,0.033745406,202,5986,0.000788807,19,24087,1267.736842
ae6a8513,32000,0.131059581,327604,2499657,0.000565703,1696,2998039,1767.711675,0.00061528,1867,3034392,1625.276915,0.00211179,6408,3034392,473.5318352,4383,0.34,0.37,0.152021846,277461,1825139,0.078593332,55720,708966,0.000762921,2315,3034392,1310.752484
ae741275,23001,0.094466202,8153,86306,0.000817456,88,107651,1223.306818,0.000538638,58,107679,1856.534483,0.004866316,524,107679,205.4942748,3799,0.46,0.5,0.113815645,7243,63638,0.041645676,992,23820,0.001885233,203,107679,530.4384237
ae85c81b,28055,0.180288462,150,832,0,0,1339,-1339,0,0,1308,-1308,NULL,0,1308,NULL,3223,0.19,0.25,0.202020202,140,693,0.077419355,12,155,0,0,1308,-1308
ae86ea1c,13081,0.165849309,2976,17944,0.000835679,19,22736,1196.631579,0.00053095,12,22601,1883.416667,0.000398213,9,22601,2511.222222,9069,0.46,0.39,0.206961283,2646,12785,0.067597355,368,5444,0.001415867,32,22601,706.28125
ae93d975,56027,0.192331102,316,1643,0.000834376,2,2397,1198.5,0,0,2388,-2388,0.000418761,1,2388,2388,1177,0.26,0.13,0.213075061,264,1239,0.131336406,57,434,0.000418761,1,2388,2388
aea2823a,55005,0.079822364,2804,35128,0.001104948,50,45251,905.02,0.000642104,29,45164,1557.37931,0.000797095,36,45164,1254.555556,3841,0.5,0.47,0.089317809,2286,25594,0.054923108,550,10014,0.001284209,58,45164,778.6896552
aea67e91,33015,0.05574748,14136,253572,0.000757272,232,306363,1320.530172,0.000740678,229,309176,1350.113537,0.002319068,717,309176,431.2078103,3961,0.53,0.53,0.066830647,12933,193519,0.021176026,1344,63468,0.001151448,356,309176,868.4719101
aee9644a,21045,0.084510533,1023,12105,0.0000634921,1,15750,15750,0.000125881,2,15888,7944,0.000818228,13,15888,1222.153846,9954,0.29,0.32,0.095723948,835,8723,0.055555556,199,3582,0.000818228,13,15888,1222.153846
aeee1e4e,48389,0.223256716,2302,10311,0.000392645,6,15281,2546.833333,0.0000637146,1,15695,15695,0.0000637146,1,15695,15695,8746,0.29,0.28,0.276976342,1920,6932,0.116666667,413,3540,0.000382287,6,15695,2615.833333
aef09016,31009,0.140495868,51,363,0,0,482,-482,0,0,476,-476,0,0,476,-476,5005,0.27,0.34,0.134831461,36,267,0.154639175,15,97,0,0,476,-476
aef57c71,35059,0.113451589,307,2706,0.000238835,1,4187,4187,NULL,0,4118,NULL,0.008984944,37,4118,111.2972973,3248,0.29,0.23,0.122607346,237,1933,0.093827161,76,810,0.000728509,3,4118,1372.666667
af609a5e,20059,0.080352908,1694,21082,0.000427467,11,25733,2339.363636,0.000273107,7,25631,3661.571429,0.001911748,49,25631,523.0816327,4888,0.45,0.35,0.095874765,1427,14884,0.044988523,294,6535,0.000351137,9,25631,2847.888889
af81b8eb,48073,0.216321084,8753,40463,0.000401991,21,52240,2487.619048,0.000304229,16,52592,3287,0.000893672,47,52592,1118.978723,4688,0.39,0.43,0.268943125,7372,27411,0.111500292,1528,13704,0.000437329,23,52592,2286.608696
afa83077,37097,0.115250896,17072,148129,0.000756925,133,175711,1321.135338,0.000532407,95,178435,1878.263158,0.001877434,335,178435,532.641791,4879,0.49,0.51,0.143254507,15399,107494,0.044716964,1918,42892,0.001238546,221,178435,807.3981901
afb230d5,05057,0.107691436,1900,17643,0.000274461,6,21861,3643.5,0.000367968,8,21741,2717.625,0.001011913,22,21741,988.2272727,5911,0.39,0.41,0.133892918,1643,12271,0.049779347,282,5665,0.000551953,12,21741,1811.75
afc6994f,37103,0.155585647,1149,7385,0.000416797,4,9597,2399.25,NULL,0,9637,NULL,0.000415067,4,9637,2409.25,4829,0.61,0.53,0.185926976,1049,5642,0.059935205,111,1852,0.001037667,10,9637,963.7
afc84d13,39081,0.071701113,3608,50320,0.000421947,28,66359,2369.964286,0.000516977,34,65767,1934.323529,0.001809418,119,65767,552.6638656,6552,0.34,0.43,0.081819864,3095,37827,0.04199773,555,13215,0.001474904,97,65767,678.0103093
affdd321,48263,0.181818182,100,550,0,0,763,-763,0,0,726,-726,0,0,726,-726,4931,0.26,0.2,0.19,76,400,0.150943396,24,159,0,0,726,-726
b016d91d,18003,0.097108854,30599,315100,0.000673144,251,372877,1485.565737,0.000647394,243,375351,1544.654321,0.001830287,687,375351,546.3624454,5079,0.42,0.48,0.109973082,24309,221045,0.068048146,6722,98783,0.001646459,618,375351,607.3640777
b01b1ac3,01121,0.103020411,6501,63104,0.000312246,25,80065,3202.6,0.00028812,23,79828,3470.782609,0.000187904,15,79828,5321.866667,5467,0.36,0.34,0.131245579,6123,46653,0.024401473,424,17376,0.000538658,43,79828,1856.465116
b01e0fd4,20177,0.089174368,12814,143696,0.000729571,130,178187,1370.669231,0.000642257,114,177499,1557.008772,0.003492977,620,177499,286.2887097,4214,0.53,0.58,0.106326683,10850,102044,0.049154129,2153,43801,0.001977476,351,177499,505.6951567
b02d734e,41065,0.110402782,2286,20706,0.000869993,23,26437,1149.434783,0.000679117,18,26505,1472.5,0.004904735,130,26505,203.8846154,2712,0.42,0.35,0.133760513,2004,14982,0.050782551,305,6006,0.000943218,25,26505,1060.2
b068c2c7,20061,0.078964035,2369,30001,0.000354453,12,33855,2821.25,0.001411303,46,32594,708.5652174,0.00312941,102,32594,319.5490196,2710,0.4,0.31,0.101806074,2018,19822,0.035806114,376,10501,0.002607842,85,32594,383.4588235
b0eca914,36113,0.052097375,2628,50444,0.001208703,78,64532,827.3333333,0.000933634,60,64265,1071.083333,0.00381234,245,64265,262.3061225,3878,0.53,0.52,0.060981592,2362,38733,0.02394582,297,12403,0.002302964,148,64265,434.222973
b10176b0,18053,0.08558641,4207,49155,0.000451189,30,66491,2216.366667,0.000576316,38,65936,1735.157895,0.002350764,155,65936,425.3935484,5897,0.4,0.48,0.099765324,3571,35794,0.048719772,685,14060,0.000970638,64,65936,1030.25
b107e578,13135,0.18406065,151959,825592,0.000631343,581,920260,1583.924269,0.000604669,561,927781,1653.798574,0.001079996,1002,927781,925.9291417,4126,0.37,0.44,0.225014451,130021,577834,0.093326891,24339,260793,0.000748021,694,927781,1336.860231
b1284fa8,18059,0.060362428,3814,63185,0.000840168,63,74985,1190.238095,0.000392922,30,76351,2545.033333,0.000681065,52,76351,1468.288462,3607,0.5,0.57,0.067682526,3087,45610,0.043783026,812,18546,0.000497701,38,76351,2009.236842
b13c7a52,21239,0.073809076,1568,21244,0.000682646,18,26368,1464.888889,0.000527645,14,26533,1895.214286,0.000979912,26,26533,1020.5,2891,0.49,0.54,0.080880438,1242,15356,0.056248987,347,6169,0.000565334,15,26533,1768.866667
b148179b,51107,0.065311803,23746,363579,0.000773714,308,398080,1292.467533,0.000636598,259,406850,1570.849421,0.001437876,585,406850,695.4700855,4328,0.35,0.52,0.077421401,19289,249143,0.040804516,4865,119227,0.00064643,263,406850,1546.958175
b14d723f,45033,0.158246063,3959,25018,0.000521751,16,30666,1916.625,0.000294127,9,30599,3399.888889,0.00120919,37,30599,827,5770,0.39,0.42,0.204589455,3593,17562,0.050784739,398,7837,0.000718978,22,30599,1390.863636
b15ef35f,01047,0.103724077,3281,31632,0.000739513,29,39215,1352.241379,0.000313234,12,38310,3192.5,0.000600365,23,38310,1665.652174,7183,0.4,0.34,0.137076759,3093,22564,0.021684737,208,9592,0.000678674,26,38310,1473.461539
b184b2dc,17097,0.071348184,42349,593554,0.001112975,783,703520,898.4929757,0.001144354,802,700832,873.8553616,0.002825214,1980,700832,353.9555556,4711,0.44,0.51,0.087915599,37149,422553,0.032282498,5839,180872,0.000690608,484,700832,1448
b18c2c90,01129,0.13909465,1859,13365,0.000181477,3,16531,5510.333333,0.000122115,2,16378,8189,0.00024423,4,16378,4094.5,5311,0.32,0.28,0.175456598,1710,9746,0.043116883,166,3850,0.000549518,9,16378,1819.777778
b196fea1,28077,0.154920085,1609,10386,0.000237286,3,12643,4214.333333,0.000160578,2,12455,6227.5,NULL,0,12455,NULL,8273,0.39,0.45,0.196187883,1441,7345,0.057957394,185,3192,0.001124047,14,12455,889.6428571
b1c7a041,51199,0.076414012,4330,56665,0.001240054,84,67739,806.4166667,0.000530613,36,67846,1884.611111,0.000707485,48,67846,1413.458333,3596,0.54,0.54,0.091626393,3716,40556,0.040518257,688,16980,0.000619049,42,67846,1615.380952
b1dcbec2,25000,0.032798079,182389,5560966,0.001032826,7085,6859819,968.2172195,0.001029534,7106,6902149,971.3128342,0.006292678,43433,6902149,158.9148574,4933,0.54,0.53,0.038929584,163851,4208907,0.01462689,20886,1427918,0.001292496,8921,6902149,773.6967829
